S_INFO_WINDCODE,S_INFO_CODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE
002267.SZ,002267,陕天然气,20080813,
002268.SZ,002268,卫士通,20080811,
002269.SZ,002269,美邦服饰,20080828,
002270.SZ,002270,华明装备,20080905,
002271.SZ,002271,东方雨虹,20080910,
002272.SZ,002272,川润股份,20080919,
002273.SZ,002273,水晶光电,20080919,
002274.SZ,002274,华昌化工,20080925,
002275.SZ,002275,桂林三金,20090710,
002276.SZ,002276,万马股份,20090710,
002277.SZ,002277,友阿股份,20090717,
002278.SZ,002278,神开股份,20090811,
002279.SZ,002279,久其软件,20090811,
002280.SZ,002280,联络互动,20090821,
002281.SZ,002281,光迅科技,20090821,
002282.SZ,002282,博深工具,20090821,
002283.SZ,002283,天润曲轴,20090821,
002284.SZ,002284,亚太股份,20090828,
002285.SZ,002285,世联行,20090828,
002286.SZ,002286,保龄宝,20090828,
002287.SZ,002287,奇正藏药,20090828,
002288.SZ,002288,超华科技,20090903,
002289.SZ,002289,*ST宇顺,20090903,
002290.SZ,002290,中科新材,20090903,
002291.SZ,002291,星期六,20090903,
002292.SZ,002292,奥飞娱乐,20090910,
002293.SZ,002293,罗莱生活,20090910,
002294.SZ,002294,信立泰,20090910,
002295.SZ,002295,精艺股份,20090929,
002296.SZ,002296,辉煌科技,20090929,
002297.SZ,002297,博云新材,20090929,
002298.SZ,002298,中电鑫龙,20090929,
002299.SZ,002299,圣农发展,20091021,
002300.SZ,002300,太阳电缆,20091021,
002301.SZ,002301,齐心集团,20091021,
002302.SZ,002302,西部建设,20091103,
002303.SZ,002303,美盈森,20091103,
002304.SZ,002304,洋河股份,20091106,
002305.SZ,002305,南国置业,20091106,
002306.SZ,002306,中科云网,20091111,
002307.SZ,002307,北新路桥,20091111,
002308.SZ,002308,威创股份,20091127,
002309.SZ,002309,中利集团,20091127,
002310.SZ,002310,东方园林,20091127,
002311.SZ,002311,海大集团,20091127,
002312.SZ,002312,三泰控股,20091203,
002313.SZ,002313,日海通讯,20091203,
002314.SZ,002314,南山控股,20091203,
002315.SZ,002315,焦点科技,20091209,
002316.SZ,002316,键桥通讯,20091209,
002317.SZ,002317,众生药业,20091211,
002318.SZ,002318,久立特材,20091211,
002319.SZ,002319,乐通股份,20091211,
002320.SZ,002320,海峡股份,20091216,
002321.SZ,002321,华英农业,20091216,
002322.SZ,002322,理工环科,20091218,
002323.SZ,002323,雅百特,20091218,
002324.SZ,002324,普利特,20091218,
002325.SZ,002325,洪涛股份,20091222,
002326.SZ,002326,永太科技,20091222,
002327.SZ,002327,富安娜,20091230,
002328.SZ,002328,新朋股份,20091230,
002329.SZ,002329,皇氏集团,20100106,
002330.SZ,002330,得利斯,20100106,
002331.SZ,002331,皖通科技,20100106,
002332.SZ,002332,仙琚制药,20100112,
002333.SZ,002333,罗普斯金,20100112,
002334.SZ,002334,英威腾,20100113,
002335.SZ,002335,科华恒盛,20100113,
002336.SZ,002336,*ST人乐,20100113,
002337.SZ,002337,赛象科技,20100115,
002338.SZ,002338,奥普光电,20100115,
002339.SZ,002339,积成电子,20100122,
002340.SZ,002340,格林美,20100122,
002341.SZ,002341,新纶科技,20100122,
002342.SZ,002342,巨力索具,20100126,
002343.SZ,002343,慈文传媒,20100126,
002344.SZ,002344,海宁皮城,20100126,
002345.SZ,002345,潮宏基,20100128,
002346.SZ,002346,柘中股份,20100128,
002347.SZ,002347,泰尔股份,20100128,
002348.SZ,002348,高乐股份,20100203,
002349.SZ,002349,精华制药,20100203,
002350.SZ,002350,北京科锐,20100203,
002351.SZ,002351,漫步者,20100205,
002352.SZ,002352,顺丰控股,20100205,
002353.SZ,002353,杰瑞股份,20100205,
002354.SZ,002354,天神娱乐,20100209,
002355.SZ,002355,兴民智通,20100209,
002356.SZ,002356,赫美集团,20100209,
002357.SZ,002357,富临运业,20100210,
002358.SZ,002358,森源电气,20100210,
002359.SZ,002359,齐星铁塔,20100210,
002360.SZ,002360,同德化工,20100303,
002361.SZ,002361,神剑股份,20100303,
002362.SZ,002362,汉王科技,20100303,
002363.SZ,002363,隆基机械,20100305,
002364.SZ,002364,中恒电气,20100305,
002365.SZ,002365,永安药业,20100305,
002366.SZ,002366,台海核电,20100312,
002367.SZ,002367,康力电梯,20100312,
002368.SZ,002368,太极股份,20100312,
002369.SZ,002369,卓翼科技,20100316,
002370.SZ,002370,亚太药业,20100316,
002371.SZ,002371,北方华创,20100316,
002372.SZ,002372,伟星新材,20100318,
002373.SZ,002373,千方科技,20100318,
002374.SZ,002374,丽鹏股份,20100318,
002375.SZ,002375,亚厦股份,20100323,
002376.SZ,002376,新北洋,20100323,
002377.SZ,002377,国创高新,20100323,
002378.SZ,002378,章源钨业,20100331,
002379.SZ,002379,*ST鲁丰,20100331,
002380.SZ,002380,科远股份,20100331,
002381.SZ,002381,双箭股份,20100402,
002382.SZ,002382,蓝帆医疗,20100402,
002383.SZ,002383,合众思壮,20100402,
002384.SZ,002384,东山精密,20100409,
002385.SZ,002385,大北农,20100409,
002386.SZ,002386,天原集团,20100409,
002387.SZ,002387,黑牛食品,20100413,
002388.SZ,002388,新亚制程,20100413,
002389.SZ,002389,南洋科技,20100413,
002390.SZ,002390,信邦制药,20100416,
002391.SZ,002391,长青股份,20100416,
002392.SZ,002392,北京利尔,20100423,
002393.SZ,002393,力生制药,20100423,
002394.SZ,002394,联发股份,20100423,
002395.SZ,002395,双象股份,20100429,
002396.SZ,002396,星网锐捷,20100623,
002397.SZ,002397,梦洁股份,20100429,
002398.SZ,002398,建研集团,20100506,
002399.SZ,002399,海普瑞,20100506,
002400.SZ,002400,省广股份,20100506,
002401.SZ,002401,中海科技,20100506,
002402.SZ,002402,和而泰,20100511,
002403.SZ,002403,爱仕达,20100511,
002404.SZ,002404,嘉欣丝绸,20100511,
002405.SZ,002405,四维图新,20100518,
002406.SZ,002406,远东传动,20100518,
002407.SZ,002407,多氟多,20100518,
002408.SZ,002408,齐翔腾达,20100518,
002409.SZ,002409,雅克科技,20100525,
002410.SZ,002410,广联达,20100525,
002411.SZ,002411,必康股份,20100525,
002412.SZ,002412,汉森制药,20100525,
002413.SZ,002413,雷科防务,20100528,
002414.SZ,002414,高德红外,20100716,
002415.SZ,002415,海康威视,20100528,
002416.SZ,002416,爱施德,20100528,
002417.SZ,002417,三元达,20100601,
002418.SZ,002418,康盛股份,20100601,
002419.SZ,002419,天虹商场,20100601,
002420.SZ,002420,毅昌股份,20100601,
002421.SZ,002421,达实智能,20100603,
002422.SZ,002422,科伦药业,20100603,
002423.SZ,002423,*ST中特,20100603,
002424.SZ,002424,贵州百灵,20100603,
002425.SZ,002425,凯撒文化,20100608,
002426.SZ,002426,胜利精密,20100608,
002427.SZ,002427,尤夫股份,20100608,
002428.SZ,002428,云南锗业,20100608,
002429.SZ,002429,兆驰股份,20100610,
002430.SZ,002430,杭氧股份,20100610,
002431.SZ,002431,棕榈股份,20100610,
002432.SZ,002432,九安医疗,20100610,
002433.SZ,002433,太安堂,20100618,
002434.SZ,002434,万里扬,20100618,
002435.SZ,002435,长江润发,20100618,
002436.SZ,002436,兴森科技,20100618,
002437.SZ,002437,誉衡药业,20100623,
002438.SZ,002438,江苏神通,20100623,
002439.SZ,002439,启明星辰,20100623,
002440.SZ,002440,闰土股份,20100706,
002441.SZ,002441,众业达,20100706,
002442.SZ,002442,龙星化工,20100706,
002443.SZ,002443,金洲管道,20100706,
002444.SZ,002444,巨星科技,20100713,
002445.SZ,002445,中南文化,20100713,
002446.SZ,002446,盛路通信,20100713,
002447.SZ,002447,壹桥股份,20100713,
002448.SZ,002448,中原内配,20100716,
002449.SZ,002449,国星光电,20100716,
002450.SZ,002450,康得新,20100716,
002451.SZ,002451,摩恩电气,20100720,
002452.SZ,002452,长高集团,20100720,
002453.SZ,002453,天马精化,20100720,
002454.SZ,002454,松芝股份,20100720,
002455.SZ,002455,百川股份,20100803,
002456.SZ,002456,欧菲光,20100803,
002457.SZ,002457,青龙管业,20100803,
002458.SZ,002458,益生股份,20100810,
002459.SZ,002459,天业通联,20100810,
002460.SZ,002460,赣锋锂业,20100810,
002461.SZ,002461,珠江啤酒,20100818,
002462.SZ,002462,嘉事堂,20100818,
002463.SZ,002463,沪电股份,20100818,
002464.SZ,002464,金利科技,20100831,
002465.SZ,002465,海格通信,20100831,
002466.SZ,002466,天齐锂业,20100831,
002467.SZ,002467,二六三,20100908,
002468.SZ,002468,申通快递,20100908,
002469.SZ,002469,三维工程,20100908,
002470.SZ,002470,金正大,20100908,
002471.SZ,002471,中超控股,20100910,
002472.SZ,002472,双环传动,20100910,
002473.SZ,002473,圣莱达,20100910,
002474.SZ,002474,榕基软件,20100915,
002475.SZ,002475,立讯精密,20100915,
002476.SZ,002476,宝莫股份,20100915,
002477.SZ,002477,雏鹰农牧,20100915,
002478.SZ,002478,常宝股份,20100921,
002479.SZ,002479,富春环保,20100921,
002480.SZ,002480,新筑股份,20100921,
002481.SZ,002481,双塔食品,20100921,
002482.SZ,002482,广田集团,20100929,
002483.SZ,002483,润邦股份,20100929,
002484.SZ,002484,江海股份,20100929,
002485.SZ,002485,希努尔,20101015,
002486.SZ,002486,嘉麟杰,20101015,
002487.SZ,002487,大金重工,20101015,
002488.SZ,002488,金固股份,20101021,
002489.SZ,002489,浙江永强,20101021,
002490.SZ,002490,山东墨龙,20101021,
002491.SZ,002491,通鼎互联,20101021,
002492.SZ,002492,恒基达鑫,20101102,
002493.SZ,002493,荣盛石化,20101102,
002494.SZ,002494,华斯股份,20101102,
002495.SZ,002495,佳隆股份,20101102,
002496.SZ,002496,辉丰股份,20101109,
002497.SZ,002497,雅化集团,20101109,
002498.SZ,002498,汉缆股份,20101109,
002499.SZ,002499,科林环保,20101109,
002500.SZ,002500,山西证券,20101115,
002501.SZ,002501,利源精制,20101117,
002502.SZ,002502,骅威文化,20101117,
002503.SZ,002503,搜于特,20101117,
002504.SZ,002504,弘高创意,20101118,
002505.SZ,002505,大康农业,20101118,
002506.SZ,002506,协鑫集成,20101118,
002507.SZ,002507,涪陵榨菜,20101123,
002508.SZ,002508,老板电器,20101123,
002509.SZ,002509,天广中茂,20101123,
002510.SZ,002510,天汽模,20101125,
002511.SZ,002511,中顺洁柔,20101125,
002512.SZ,002512,达华智能,20101203,
002513.SZ,002513,*ST蓝丰,20101203,
002514.SZ,002514,宝馨科技,20101203,
002515.SZ,002515,金字火腿,20101203,
002516.SZ,002516,旷达科技,20101207,
002517.SZ,002517,恺英网络,20101207,
002518.SZ,002518,科士达,20101207,
002519.SZ,002519,银河电子,20101207,
002520.SZ,002520,日发精机,20101210,
002521.SZ,002521,齐峰新材,20101210,
002522.SZ,002522,浙江众成,20101210,
002523.SZ,002523,天桥起重,20101210,
002524.SZ,002524,光正集团,20101217,
002525.SZ,002525,胜景山河(IPO终止),,
002526.SZ,002526,山东矿机,20101217,
002527.SZ,002527,新时达,20101224,
002528.SZ,002528,英飞拓,20101224,
002529.SZ,002529,海源机械,20101224,
002530.SZ,002530,丰东股份,20101231,
002531.SZ,002531,天顺风能,20101231,
002532.SZ,002532,新界泵业,20101231,
002533.SZ,002533,金杯电工,20101231,
002534.SZ,002534,杭锅股份,20110110,
002535.SZ,002535,林州重机,20110111,
002536.SZ,002536,西泵股份,20110111,
002537.SZ,002537,海立美达,20110110,
002538.SZ,002538,司尔特,20110118,
002539.SZ,002539,云图控股,20110118,
002540.SZ,002540,亚太科技,20110118,
002541.SZ,002541,鸿路钢构,20110118,
002542.SZ,002542,中化岩土,20110128,
002543.SZ,002543,万和电气,20110128,
002544.SZ,002544,杰赛科技,20110128,
002545.SZ,002545,东方铁塔,20110211,
002546.SZ,002546,新联电子,20110211,
002547.SZ,002547,春兴精工,20110218,
002548.SZ,002548,金新农,20110218,
002549.SZ,002549,凯美特气,20110218,
002550.SZ,002550,千红制药,20110218,
002551.SZ,002551,尚荣医疗,20110225,
002552.SZ,002552,宝鼎科技,20110225,
002553.SZ,002553,南方轴承,20110225,
002554.SZ,002554,惠博普,20110225,
002555.SZ,002555,三七互娱,20110302,
002556.SZ,002556,辉隆股份,20110302,
002557.SZ,002557,洽洽食品,20110302,
002558.SZ,002558,世纪游轮,20110302,
002559.SZ,002559,亚威股份,20110303,
002560.SZ,002560,通达股份,20110303,
002561.SZ,002561,徐家汇,20110303,
002562.SZ,002562,兄弟科技,20110310,
002563.SZ,002563,森马服饰,20110311,
002564.SZ,002564,天沃科技,20110310,
002565.SZ,002565,顺灏股份,20110318,
002566.SZ,002566,益盛药业,20110318,
002567.SZ,002567,唐人神,20110325,
002568.SZ,002568,百润股份,20110325,
002569.SZ,002569,步森股份,20110412,
002570.SZ,002570,贝因美,20110412,
002571.SZ,002571,德力股份,20110412,
002572.SZ,002572,索菲亚,20110412,
002573.SZ,002573,清新环境,20110422,
002574.SZ,002574,明牌珠宝,20110422,
002575.SZ,002575,群兴玩具,20110422,
002576.SZ,002576,通达动力,20110428,
002577.SZ,002577,雷柏科技,20110428,
002578.SZ,002578,闽发铝业,20110428,
002579.SZ,002579,中京电子,20110506,
002580.SZ,002580,圣阳股份,20110506,
002581.SZ,002581,未名医药,20110520,
002582.SZ,002582,好想你,20110520,
002583.SZ,002583,海能达,20110527,
002584.SZ,002584,西陇科学,20110602,
002585.SZ,002585,双星新材,20110602,
002586.SZ,002586,围海股份,20110602,
002587.SZ,002587,奥拓电子,20110610,
002588.SZ,002588,史丹利,20110610,
002589.SZ,002589,瑞康医药,20110610,
002590.SZ,002590,万安科技,20110610,
002591.SZ,002591,恒大高新,20110621,
002592.SZ,002592,八菱科技,20111111,
002593.SZ,002593,日上集团,20110628,
002594.SZ,002594,比亚迪,20110630,
002595.SZ,002595,豪迈科技,20110628,
002596.SZ,002596,海南瑞泽,20110707,
002597.SZ,002597,金禾实业,20110707,
002598.SZ,002598,山东章鼓,20110707,
002599.SZ,002599,盛通股份,20110715,
002600.SZ,002600,江粉磁材,20110715,
002601.SZ,002601,龙蟒佰利,20110715,
002602.SZ,002602,世纪华通,20110728,
002603.SZ,002603,以岭药业,20110728,
002604.SZ,002604,龙力生物,20110728,
002605.SZ,002605,姚记扑克,20110805,
002606.SZ,002606,大连电瓷,20110805,
002607.SZ,002607,亚夏汽车,20110810,
002608.SZ,002608,*ST舜船,20110810,
002609.SZ,002609,捷顺科技,20110815,
002610.SZ,002610,爱康科技,20110815,
002611.SZ,002611,东方精工,20110830,
002612.SZ,002612,朗姿股份,20110830,
002613.SZ,002613,北玻股份,20110830,
002614.SZ,002614,蒙发利,20110909,
002615.SZ,002615,哈尔斯,20110909,
002616.SZ,002616,长青集团,20110920,
002617.SZ,002617,露笑科技,20110920,
002618.SZ,002618,丹邦科技,20110920,
002619.SZ,002619,巨龙管业,20110929,
002620.SZ,002620,瑞和股份,20110929,
002621.SZ,002621,三垒股份,20110929,
002622.SZ,002622,融钰集团,20111018,
002623.SZ,002623,亚玛顿,20111013,
002624.SZ,002624,完美世界,20111028,
002625.SZ,002625,龙生股份,20111103,
002626.SZ,002626,金达威,20111028,
002627.SZ,002627,宜昌交运,20111103,
002628.SZ,002628,成都路桥,20111103,
002629.SZ,002629,仁智股份,20111103,
002630.SZ,002630,华西能源,20111111,
002631.SZ,002631,德尔未来,20111111,
002632.SZ,002632,道明光学,20111122,
002633.SZ,002633,申科股份,20111122,
002634.SZ,002634,棒杰股份,20111205,
002635.SZ,002635,安洁科技,20111125,
002636.SZ,002636,金安国纪,20111125,
002637.SZ,002637,赞宇科技,20111125,
002638.SZ,002638,勤上股份,20111125,
002639.SZ,002639,雪人股份,20111205,
002640.SZ,002640,跨境通,20111208,
002641.SZ,002641,永高股份,20111208,
002642.SZ,002642,荣之联,20111220,
002643.SZ,002643,万润股份,20111220,
002644.SZ,002644,佛慈制药,20111222,
002645.SZ,002645,华宏科技,20111220,
002646.SZ,002646,青青稞酒,20111222,
002647.SZ,002647,民盛金科,20111228,
002648.SZ,002648,卫星石化,20111228,
002649.SZ,002649,博彦科技,20120106,
002650.SZ,002650,加加食品,20120106,
002651.SZ,002651,利君股份,20120106,
002652.SZ,002652,扬子新材,20120119,
002653.SZ,002653,海思科,20120117,
002654.SZ,002654,万润科技,20120217,
002655.SZ,002655,共达电声,20120217,
002656.SZ,002656,摩登大道,20120228,
002657.SZ,002657,中科金财,20120228,
002658.SZ,002658,雪迪龙,20120309,
002659.SZ,002659,中泰桥梁,20120309,
002660.SZ,002660,茂硕电源,20120316,
002661.SZ,002661,克明面业,20120316,
002662.SZ,002662,京威股份,20120309,
002663.SZ,002663,普邦股份,20120316,
002664.SZ,002664,信质电机,20120316,
002665.SZ,002665,首航节能,20120327,
002666.SZ,002666,德联集团,20120327,
002667.SZ,002667,鞍重股份,20120329,
002668.SZ,002668,奥马电器,20120416,
002669.SZ,002669,康达新材,20120416,
002670.SZ,002670,国盛金控,20120416,
002671.SZ,002671,龙泉股份,20120426,
002672.SZ,002672,东江环保,20120426,
002673.SZ,002673,西部证券,20120503,
002674.SZ,002674,兴业科技,20120507,
002675.SZ,002675,东诚药业,20120525,
002676.SZ,002676,顺威股份,20120525,
002677.SZ,002677,浙江美大,20120525,
002678.SZ,002678,珠江钢琴,20120530,
002679.SZ,002679,福建金森,20120605,
002680.SZ,002680,长生生物,20120605,
002681.SZ,002681,奋达科技,20120605,
002682.SZ,002682,龙洲股份,20120612,
002683.SZ,002683,宏大爆破,20120612,
002684.SZ,002684,猛狮科技,20120612,
002685.SZ,002685,华东重机,20120612,
002686.SZ,002686,亿利达,20120703,
002687.SZ,002687,乔治白,20120713,
002688.SZ,002688,金河生物,20120713,
002689.SZ,002689,远大智能,20120717,
002690.SZ,002690,美亚光电,20120731,
002691.SZ,002691,冀凯股份,20120731,
002692.SZ,002692,睿康股份,20120808,
002693.SZ,002693,双成药业,20120808,
002694.SZ,002694,顾地科技,20120816,
002695.SZ,002695,煌上煌,20120905,
002696.SZ,002696,百洋股份,20120905,
002697.SZ,002697,红旗连锁,20120905,
002698.SZ,002698,博实股份,20120911,
002699.SZ,002699,美盛文化,20120911,
002700.SZ,002700,新疆浩源,20120921,
002701.SZ,002701,奥瑞金,20121011,
002702.SZ,002702,海欣食品,20121011,
002703.SZ,002703,浙江世宝,20121102,
002705.SZ,002705,新宝股份,20140121,
002706.SZ,002706,良信电器,20140121,
002707.SZ,002707,众信旅游,20140123,
002708.SZ,002708,光洋股份,20140121,
002709.SZ,002709,天赐材料,20140123,
002710.SZ,002710,慈铭体检,,
002711.SZ,002711,欧浦智网,20140127,
002712.SZ,002712,思美传媒,20140123,
002713.SZ,002713,东易日盛,20140219,
002714.SZ,002714,牧原股份,20140128,
002715.SZ,002715,登云股份,20140219,
002716.SZ,002716,金贵银业,20140128,
002717.SZ,002717,岭南园林,20140219,
002718.SZ,002718,友邦吊顶,20140128,
002719.SZ,002719,麦趣尔,20140128,
002720.SZ,002720,宏良股份(IPO终止),,
002721.SZ,002721,金一文化,20140127,
002722.SZ,002722,金轮股份,20140128,
002723.SZ,002723,金莱特,20140129,
002724.SZ,002724,海洋王,20141104,
002725.SZ,002725,跃岭股份,20140129,
002726.SZ,002726,龙大肉食,20140626,
002727.SZ,002727,一心堂,20140702,
002728.SZ,002728,特一药业,20140731,
002729.SZ,002729,好利来,20140912,
002730.SZ,002730,电光科技,20141009,
002731.SZ,002731,萃华珠宝,20141104,
002732.SZ,002732,燕塘乳业,20141205,
002733.SZ,002733,雄韬股份,20141203,
002734.SZ,002734,利民股份,20150127,
002735.SZ,002735,王子新材,20141203,
002736.SZ,002736,国信证券,20141229,
002737.SZ,002737,葵花药业,20141230,
002738.SZ,002738,中矿资源,20141230,
002739.SZ,002739,万达院线,20150122,
002740.SZ,002740,爱迪尔,20150122,
002741.SZ,002741,光华科技,20150216,
002742.SZ,002742,三圣股份,20150217,
002743.SZ,002743,富煌钢构,20150217,
002745.SZ,002745,木林森,20150217,
002746.SZ,002746,仙坛股份,20150216,
002747.SZ,002747,埃斯顿,20150320,
002748.SZ,002748,世龙实业,20150319,
002749.SZ,002749,国光股份,20150320,
002750.SZ,002750,龙津药业,20150324,
002751.SZ,002751,易尚展示,20150424,
002752.SZ,002752,昇兴股份,20150422,
002753.SZ,002753,永东股份,20150519,
002755.SZ,002755,东方新星,20150515,
002756.SZ,002756,永兴特钢,20150515,
002757.SZ,002757,南兴装备,20150527,
002758.SZ,002758,华通医药,20150527,
002759.SZ,002759,天际股份,20150528,
002760.SZ,002760,凤形股份,20150611,
002761.SZ,002761,多喜爱,20150610,
002762.SZ,002762,金发拉比,20150610,
002763.SZ,002763,汇洁股份,20150610,
002765.SZ,002765,蓝黛传动,20150612,
002766.SZ,002766,索菱股份,20150611,
002767.SZ,002767,先锋电子,20150612,
002768.SZ,002768,国恩股份,20150630,
002769.SZ,002769,普路通,20150629,
002770.SZ,002770,科迪乳业,20150630,
002771.SZ,002771,真视通,20150629,
002772.SZ,002772,众兴菌业,20150626,
002773.SZ,002773,康弘药业,20150626,
002774.SZ,002774,快意电梯,20170324,
002775.SZ,002775,文科园林,20150629,
002776.SZ,002776,柏堡龙,20150626,
002777.SZ,002777,久远银海,20151231,
002778.SZ,002778,高科石化,20160106,
002779.SZ,002779,中坚科技,20151209,
002780.SZ,002780,三夫户外,20151209,
002781.SZ,002781,奇信股份,20151222,
002782.SZ,002782,可立克,20151222,
002783.SZ,002783,凯龙股份,20151209,
002785.SZ,002785,万里石,20151223,
002786.SZ,002786,银宝山新,20151223,
002787.SZ,002787,华源控股,20151231,
002788.SZ,002788,鹭燕医药,20160218,
002789.SZ,002789,建艺集团,20160311,
002790.SZ,002790,瑞尔特,20160308,
002791.SZ,002791,坚朗五金,20160329,
002792.SZ,002792,通宇通讯,20160328,
002793.SZ,002793,东音股份,20160415,
002795.SZ,002795,永和智控,20160428,
002796.SZ,002796,世嘉科技,20160510,
002797.SZ,002797,第一创业,20160511,
002798.SZ,002798,帝王洁具,20160525,
002799.SZ,002799,环球印务,20160608,
002800.SZ,002800,天顺股份,20160530,
002801.SZ,002801,微光股份,20160622,
002802.SZ,002802,洪汇新材,20160629,
002803.SZ,002803,吉宏股份,20160712,
002805.SZ,002805,丰元股份,20160707,
002806.SZ,002806,华锋股份,20160726,
002807.SZ,002807,江阴银行,20160902,
002808.SZ,002808,苏州恒久,20160812,
002809.SZ,002809,红墙股份,20160823,
002810.SZ,002810,山东赫达,20160826,
002811.SZ,002811,亚泰国际,20160908,
002812.SZ,002812,创新股份,20160914,
002813.SZ,002813,路畅科技,20161012,
002815.SZ,002815,崇达技术,20161012,
002816.SZ,002816,和科达,20161025,
002817.SZ,002817,黄山胶囊,20161025,
002818.SZ,002818,富森美,20161109,
002819.SZ,002819,东方中科,20161111,
002820.SZ,002820,桂发祥,20161118,
002821.SZ,002821,凯莱英,20161118,
002822.SZ,002822,中装建设,20161129,
002823.SZ,002823,凯中精密,20161124,
002824.SZ,002824,和胜股份,20170112,
002825.SZ,002825,纳尔股份,20161129,
002826.SZ,002826,易明医药,20161209,
002827.SZ,002827,高争民爆,20161209,
002828.SZ,002828,贝肯能源,20161208,
002829.SZ,002829,星网宇达,20161213,
002830.SZ,002830,名雕股份,20161213,
002831.SZ,002831,裕同科技,20161216,
002832.SZ,002832,比音勒芬,20161223,
002833.SZ,002833,弘亚数控,20161228,
002835.SZ,002835,同为股份,20161228,
002836.SZ,002836,新宏泽,20161229,
002837.SZ,002837,英维克,20161229,
002838.SZ,002838,道恩股份,20170106,
002839.SZ,002839,张家港行,20170124,
002840.SZ,002840,华统股份,20170110,
002841.SZ,002841,视源股份,20170119,
002842.SZ,002842,翔鹭钨业,20170119,
002843.SZ,002843,泰嘉股份,20170120,
002845.SZ,002845,同兴达,20170125,
002846.SZ,002846,英联股份,20170207,
002847.SZ,002847,盐津铺子,20170208,
002848.SZ,002848,高斯贝尔,20170213,
002849.SZ,002849,威星智能,20170217,
002850.SZ,002850,科达利,20170302,
002851.SZ,002851,麦格米特,20170306,
002852.SZ,002852,道道全,20170310,
002853.SZ,002853,皮阿诺,20170310,
002855.SZ,002855,捷荣技术,20170321,
002856.SZ,002856,美芝股份,20170320,
002857.SZ,002857,N三晖,20170323,
002858.SZ,002858,力盛赛车,20170324,
002859.SZ,002859,洁美科技,,
002860.SZ,002860,星帅尔,,
002861.SZ,002861,瀛通通讯,,
300001.SZ,300001,特锐德,20091030,
300002.SZ,300002,神州泰岳,20091030,
300003.SZ,300003,乐普医疗,20091030,
300004.SZ,300004,南风股份,20091030,
300005.SZ,300005,探路者,20091030,
300006.SZ,300006,莱美药业,20091030,
300007.SZ,300007,汉威电子,20091030,
300008.SZ,300008,天海防务,20091030,
300009.SZ,300009,安科生物,20091030,
300010.SZ,300010,立思辰,20091030,
300011.SZ,300011,鼎汉技术,20091030,
300012.SZ,300012,华测检测,20091030,
300013.SZ,300013,新宁物流,20091030,
300014.SZ,300014,亿纬锂能,20091030,
300015.SZ,300015,爱尔眼科,20091030,
300016.SZ,300016,北陆药业,20091030,
300017.SZ,300017,网宿科技,20091030,
300018.SZ,300018,中元股份,20091030,
300019.SZ,300019,硅宝科技,20091030,
300020.SZ,300020,银江股份,20091030,
300021.SZ,300021,大禹节水,20091030,
300022.SZ,300022,吉峰农机,20091030,
300023.SZ,300023,宝德股份,20091030,
300024.SZ,300024,机器人,20091030,
300025.SZ,300025,华星创业,20091030,
300026.SZ,300026,红日药业,20091030,
300027.SZ,300027,华谊兄弟,20091030,
300028.SZ,300028,金亚科技,20091030,
300029.SZ,300029,天龙光电,20091225,
300030.SZ,300030,阳普医疗,20091225,
300031.SZ,300031,宝通科技,20091225,
300032.SZ,300032,金龙机电,20091225,
300033.SZ,300033,同花顺,20091225,
300034.SZ,300034,钢研高纳,20091225,
300035.SZ,300035,中科电气,20091225,
300036.SZ,300036,超图软件,20091225,
300037.SZ,300037,新宙邦,20100108,
300038.SZ,300038,梅泰诺,20100108,
300039.SZ,300039,上海凯宝,20100108,
300040.SZ,300040,九洲电气,20100108,
300041.SZ,300041,回天新材,20100108,
300042.SZ,300042,朗科科技,20100108,
300043.SZ,300043,星辉娱乐,20100120,
300044.SZ,300044,赛为智能,20100120,
300045.SZ,300045,华力创通,20100120,
300046.SZ,300046,台基股份,20100120,
300047.SZ,300047,天源迪科,20100120,
300048.SZ,300048,合康新能,20100120,
300049.SZ,300049,福瑞股份,20100120,
300050.SZ,300050,世纪鼎利,20100120,
300051.SZ,300051,三五互联,20100211,
300052.SZ,300052,中青宝,20100211,
300053.SZ,300053,欧比特,20100211,
300054.SZ,300054,鼎龙股份,20100211,
300055.SZ,300055,万邦达,20100226,
300056.SZ,300056,三维丝,20100226,
300057.SZ,300057,万顺股份,20100226,
300058.SZ,300058,蓝色光标,20100226,
300059.SZ,300059,东方财富,20100319,
300060.SZ,300060,苏州恒久(IPO终止),,
300061.SZ,300061,康耐特,20100319,
300062.SZ,300062,中能电气,20100319,
300063.SZ,300063,天龙集团,20100326,
300064.SZ,300064,豫金刚石,20100326,
300065.SZ,300065,海兰信,20100326,
300066.SZ,300066,三川智慧,20100326,
300067.SZ,300067,安诺其,20100421,
300068.SZ,300068,南都电源,20100421,
300069.SZ,300069,金利华电,20100421,
300070.SZ,300070,碧水源,20100421,
300071.SZ,300071,华谊嘉信,20100421,
300072.SZ,300072,三聚环保,20100427,
300073.SZ,300073,当升科技,20100427,
300074.SZ,300074,华平股份,20100427,
300075.SZ,300075,数字政通,20100427,
300076.SZ,300076,GQY视讯,20100430,
300077.SZ,300077,国民技术,20100430,
300078.SZ,300078,思创医惠,20100430,
300079.SZ,300079,数码视讯,20100430,
300080.SZ,300080,易成新能,20100625,
300081.SZ,300081,恒信移动,20100520,
300082.SZ,300082,奥克股份,20100520,
