S_INFO_WINDCODE,S_INFO_CODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE
300083.SZ,300083,劲胜精密,20100520,
300084.SZ,300084,海默科技,20100520,
300085.SZ,300085,银之杰,20100526,
300086.SZ,300086,康芝药业,20100526,
300087.SZ,300087,荃银高科,20100526,
300088.SZ,300088,长信科技,20100526,
300089.SZ,300089,文化长城,20100625,
300090.SZ,300090,盛运环保,20100625,
300091.SZ,300091,金通灵,20100625,
300092.SZ,300092,科新机电,20100708,
300093.SZ,300093,金刚玻璃,20100708,
300094.SZ,300094,国联水产,20100708,
300095.SZ,300095,华伍股份,20100728,
300096.SZ,300096,易联众,20100728,
300097.SZ,300097,智云股份,20100728,
300098.SZ,300098,高新兴,20100728,
300099.SZ,300099,尤洛卡,20100806,
300100.SZ,300100,双林股份,20100806,
300101.SZ,300101,振芯科技,20100806,
300102.SZ,300102,乾照光电,20100812,
300103.SZ,300103,达刚路机,20100812,
300104.SZ,300104,乐视网,20100812,
300105.SZ,300105,龙源技术,20100820,
300106.SZ,300106,西部牧业,20100820,
300107.SZ,300107,建新股份,20100820,
300108.SZ,300108,双龙股份,20100825,
300109.SZ,300109,新开源,20100825,
300110.SZ,300110,华仁药业,20100825,
300111.SZ,300111,向日葵,20100827,
300112.SZ,300112,万讯自控,20100827,
300113.SZ,300113,顺网科技,20100827,
300114.SZ,300114,中航电测,20100827,
300115.SZ,300115,长盈精密,20100902,
300116.SZ,300116,坚瑞沃能,20100902,
300117.SZ,300117,嘉寓股份,20100902,
300118.SZ,300118,东方日升,20100902,
300119.SZ,300119,瑞普生物,20100917,
300120.SZ,300120,经纬电材,20100917,
300121.SZ,300121,阳谷华泰,20100917,
300122.SZ,300122,智飞生物,20100928,
300123.SZ,300123,太阳鸟,20100928,
300124.SZ,300124,汇川技术,20100928,
300125.SZ,300125,易世达,20101013,
300126.SZ,300126,锐奇股份,20101013,
300127.SZ,300127,银河磁体,20101013,
300128.SZ,300128,锦富技术,20101013,
300129.SZ,300129,泰胜风能,20101019,
300130.SZ,300130,新国都,20101019,
300131.SZ,300131,英唐智控,20101019,
300132.SZ,300132,青松股份,20101026,
300133.SZ,300133,华策影视,20101026,
300134.SZ,300134,大富科技,20101026,
300135.SZ,300135,宝利国际,20101026,
300136.SZ,300136,信维通信,20101105,
300137.SZ,300137,先河环保,20101105,
300138.SZ,300138,晨光生物,20101105,
300139.SZ,300139,晓程科技,20101112,
300140.SZ,300140,中环装备,20101112,
300141.SZ,300141,和顺电气,20101112,
300142.SZ,300142,沃森生物,20101112,
300143.SZ,300143,星河生物,20101209,
300144.SZ,300144,宋城演艺,20101209,
300145.SZ,300145,中金环境,20101209,
300146.SZ,300146,汤臣倍健,20101215,
300147.SZ,300147,香雪制药,20101215,
300148.SZ,300148,天舟文化,20101215,
300149.SZ,300149,量子高科,20101222,
300150.SZ,300150,世纪瑞尔,20101222,
300151.SZ,300151,昌红科技,20101222,
300152.SZ,300152,科融环境,20101229,
300153.SZ,300153,科泰电源,20101229,
300154.SZ,300154,瑞凌股份,20101229,
300155.SZ,300155,安居宝,20110107,
300156.SZ,300156,神雾环保,20110107,
300157.SZ,300157,恒泰艾普,20110107,
300158.SZ,300158,振东制药,20110107,
300159.SZ,300159,新研股份,20110107,
300160.SZ,300160,秀强股份,20110113,
300161.SZ,300161,华中数控,20110113,
300162.SZ,300162,雷曼股份,20110113,
300163.SZ,300163,先锋新材,20110113,
300164.SZ,300164,通源石油,20110113,
300165.SZ,300165,天瑞仪器,20110125,
300166.SZ,300166,东方国信,20110125,
300167.SZ,300167,迪威视讯,20110125,
300168.SZ,300168,万达信息,20110125,
300169.SZ,300169,天晟新材,20110125,
300170.SZ,300170,汉得信息,20110201,
300171.SZ,300171,东富龙,20110201,
300172.SZ,300172,中电环保,20110201,
300173.SZ,300173,智慧松德,20110201,
300174.SZ,300174,元力股份,20110201,
300175.SZ,300175,朗源股份,20110215,
300176.SZ,300176,鸿特精密,20110215,
300177.SZ,300177,中海达,20110215,
300178.SZ,300178,腾邦国际,20110215,
300179.SZ,300179,四方达,20110215,
300180.SZ,300180,华峰超纤,20110222,
300181.SZ,300181,佐力药业,20110222,
300182.SZ,300182,捷成股份,20110222,
300183.SZ,300183,东软载波,20110222,
300184.SZ,300184,力源信息,20110222,
300185.SZ,300185,通裕重工,20110308,
300186.SZ,300186,大华农(退市),20110308,20151102
300187.SZ,300187,永清环保,20110308,
300188.SZ,300188,美亚柏科,20110316,
300189.SZ,300189,神农基因,20110316,
300190.SZ,300190,维尔利,20110316,
300191.SZ,300191,潜能恒信,20110316,
300192.SZ,300192,科斯伍德,20110322,
300193.SZ,300193,佳士科技,20110322,
300194.SZ,300194,福安药业,20110322,
300195.SZ,300195,长荣股份,20110329,
300196.SZ,300196,长海股份,20110329,
300197.SZ,300197,铁汉生态,20110329,
300198.SZ,300198,纳川股份,20110407,
300199.SZ,300199,翰宇药业,20110407,
300200.SZ,300200,高盟新材,20110407,
300201.SZ,300201,海伦哲,20110407,
300202.SZ,300202,聚龙股份,20110415,
300203.SZ,300203,聚光科技,20110415,
300204.SZ,300204,舒泰神,20110415,
300205.SZ,300205,天喻信息,20110421,
300206.SZ,300206,理邦仪器,20110421,
300207.SZ,300207,欣旺达,20110421,
300208.SZ,300208,恒顺众昇,20110426,
300209.SZ,300209,天泽信息,20110426,
300210.SZ,300210,森远股份,20110426,
300211.SZ,300211,亿通科技,20110505,
300212.SZ,300212,易华录,20110505,
300213.SZ,300213,佳讯飞鸿,20110505,
300214.SZ,300214,日科化学,20110511,
300215.SZ,300215,电科院,20110511,
300216.SZ,300216,千山药机,20110511,
300217.SZ,300217,东方电热,20110518,
300218.SZ,300218,安利股份,20110518,
300219.SZ,300219,鸿利智汇,20110518,
300220.SZ,300220,金运激光,20110525,
300221.SZ,300221,银禧科技,20110525,
300222.SZ,300222,科大智能,20110525,
300223.SZ,300223,北京君正,20110531,
300224.SZ,300224,正海磁材,20110531,
300225.SZ,300225,金力泰,20110531,
300226.SZ,300226,上海钢联,20110608,
300227.SZ,300227,光韵达,20110608,
300228.SZ,300228,富瑞特装,20110608,
300229.SZ,300229,拓尔思,20110615,
300230.SZ,300230,永利股份,20110615,
300231.SZ,300231,银信科技,20110615,
300232.SZ,300232,洲明科技,20110622,
300233.SZ,300233,金城医药,20110622,
300234.SZ,300234,开尔新材,20110622,
300235.SZ,300235,方直科技,20110629,
300236.SZ,300236,上海新阳,20110629,
300237.SZ,300237,美晨科技,20110629,
300238.SZ,300238,冠昊生物,20110706,
300239.SZ,300239,东宝生物,20110706,
300240.SZ,300240,飞力达,20110706,
300241.SZ,300241,瑞丰光电,20110712,
300242.SZ,300242,明家联合,20110712,
300243.SZ,300243,瑞丰高材,20110712,
300244.SZ,300244,迪安诊断,20110719,
300245.SZ,300245,天玑科技,20110719,
300246.SZ,300246,宝莱特,20110719,
300247.SZ,300247,乐金健康,20110729,
300248.SZ,300248,新开普,20110729,
300249.SZ,300249,依米康,20110803,
300250.SZ,300250,初灵信息,20110803,
300251.SZ,300251,光线传媒,20110803,
300252.SZ,300252,金信诺,20110818,
300253.SZ,300253,卫宁健康,20110818,
300254.SZ,300254,仟源医药,20110819,
300255.SZ,300255,常山药业,20110819,
300256.SZ,300256,星星科技,20110819,
300257.SZ,300257,开山股份,20110819,
300258.SZ,300258,精锻科技,20110826,
300259.SZ,300259,新天科技,20110831,
300260.SZ,300260,新莱应材,20110906,
300261.SZ,300261,雅本化学,20110906,
300262.SZ,300262,巴安水务,20110916,
300263.SZ,300263,隆华节能,20110916,
300264.SZ,300264,佳创视讯,20110916,
300265.SZ,300265,通光线缆,20110916,
300266.SZ,300266,兴源环境,20110927,
300267.SZ,300267,尔康制药,20110927,
300268.SZ,300268,万福生科,20110927,
300269.SZ,300269,联建光电,20111012,
300270.SZ,300270,中威电子,20111012,
300271.SZ,300271,华宇软件,20111026,
300272.SZ,300272,开能环保,20111102,
300273.SZ,300273,和佳股份,20111026,
300274.SZ,300274,阳光电源,20111102,
300275.SZ,300275,梅安森,20111102,
300276.SZ,300276,三丰智能,20111115,
300277.SZ,300277,海联讯,20111123,
300278.SZ,300278,华昌达,20111216,
300279.SZ,300279,和晶科技,20111229,
300280.SZ,300280,南通锻压,20111229,
300281.SZ,300281,金明精机,20111229,
300282.SZ,300282,汇冠股份,20111229,
300283.SZ,300283,温州宏丰,20120110,
300284.SZ,300284,苏交科,20120110,
300285.SZ,300285,国瓷材料,20120113,
300286.SZ,300286,安科瑞,20120113,
300287.SZ,300287,飞利信,20120201,
300288.SZ,300288,朗玛信息,20120216,
300289.SZ,300289,利德曼,20120216,
300290.SZ,300290,荣科科技,20120216,
300291.SZ,300291,华录百纳,20120209,
300292.SZ,300292,吴通控股,20120229,
300293.SZ,300293,蓝英装备,20120308,
300294.SZ,300294,博雅生物,20120308,
300295.SZ,300295,三六五网,20120315,
300296.SZ,300296,利亚德,20120315,
300297.SZ,300297,蓝盾股份,20120315,
300298.SZ,300298,三诺生物,20120319,
300299.SZ,300299,富春通信,20120319,
300300.SZ,300300,汉鼎宇佑,20120319,
300301.SZ,300301,长方集团,20120321,
300302.SZ,300302,同有科技,20120321,
300303.SZ,300303,聚飞光电,20120319,
300304.SZ,300304,云意电气,20120321,
300305.SZ,300305,裕兴股份,20120329,
300306.SZ,300306,远方光电,20120329,
300307.SZ,300307,慈星股份,20120329,
300308.SZ,300308,中际装备,20120410,
300309.SZ,300309,吉艾科技,20120410,
300310.SZ,300310,宜通世纪,20120425,
300311.SZ,300311,任子行,20120425,
300312.SZ,300312,邦讯技术,20120508,
300313.SZ,300313,天山生物,20120425,
300314.SZ,300314,戴维医疗,20120508,
300315.SZ,300315,掌趣科技,20120511,
300316.SZ,300316,晶盛机电,20120511,
300317.SZ,300317,珈伟股份,20120511,
300318.SZ,300318,博晖创新,20120523,
300319.SZ,300319,麦捷科技,20120523,
300320.SZ,300320,海达股份,20120601,
300321.SZ,300321,同大股份,20120523,
300322.SZ,300322,硕贝德,20120608,
300323.SZ,300323,华灿光电,20120601,
300324.SZ,300324,旋极信息,20120608,
300325.SZ,300325,德威新材,20120601,
300326.SZ,300326,凯利泰,20120613,
300327.SZ,300327,中颖电子,20120613,
300328.SZ,300328,宜安科技,20120619,
300329.SZ,300329,海伦钢琴,20120619,
300330.SZ,300330,华虹计通,20120619,
300331.SZ,300331,苏大维格,20120628,
300332.SZ,300332,天壕环境,20120628,
300333.SZ,300333,兆日科技,20120628,
300334.SZ,300334,津膜科技,20120705,
300335.SZ,300335,迪森股份,20120710,
300336.SZ,300336,新文化,20120710,
300337.SZ,300337,银邦股份,20120718,
300338.SZ,300338,开元仪器,20120726,
300339.SZ,300339,润和软件,20120718,
300340.SZ,300340,科恒股份,20120726,
300341.SZ,300341,麦迪电气,20120726,
300342.SZ,300342,天银机电,20120726,
300343.SZ,300343,联创互联,20120801,
300344.SZ,300344,太空板业,20120801,
300345.SZ,300345,红宇新材,20120801,
300346.SZ,300346,南大光电,20120807,
300347.SZ,300347,泰格医药,20120817,
300348.SZ,300348,长亮科技,20120817,
300349.SZ,300349,金卡智能,20120817,
300350.SZ,300350,华鹏飞,20120821,
300351.SZ,300351,永贵电器,20120920,
300352.SZ,300352,北信源,20120912,
300353.SZ,300353,东土科技,20120927,
300354.SZ,300354,东华测试,20120920,
300355.SZ,300355,蒙草生态,20120927,
300356.SZ,300356,光一科技,20121009,
300357.SZ,300357,我武生物,20140121,
300358.SZ,300358,楚天科技,20140121,
300359.SZ,300359,全通教育,20140121,
300360.SZ,300360,炬华科技,20140121,
300361.SZ,300361,奥赛康,,
300362.SZ,300362,天翔环境,20140121,
300363.SZ,300363,博腾股份,20140129,
300364.SZ,300364,中文在线,20150121,
300365.SZ,300365,恒华科技,20140123,
300366.SZ,300366,创意信息,20140127,
300367.SZ,300367,东方网力,20140129,
300368.SZ,300368,汇金股份,20140123,
300369.SZ,300369,绿盟科技,20140129,
300370.SZ,300370,安控科技,20140123,
300371.SZ,300371,汇中股份,20140123,
300372.SZ,300372,欣泰电气,20140127,
300373.SZ,300373,扬杰科技,20140123,
300374.SZ,300374,恒通科技,20150319,
300375.SZ,300375,鹏翎股份,20140127,
300376.SZ,300376,易事特,20140127,
300377.SZ,300377,赢时胜,20140127,
300378.SZ,300378,鼎捷软件,20140127,
300379.SZ,300379,东方通,20140128,
300380.SZ,300380,安硕信息,20140128,
300381.SZ,300381,溢多利,20140128,
300382.SZ,300382,斯莱克,20140129,
300383.SZ,300383,光环新网,20140129,
300384.SZ,300384,三联虹普,20140801,
300385.SZ,300385,雪浪环境,20140626,
300386.SZ,300386,飞天诚信,20140626,
300387.SZ,300387,富邦股份,20140702,
300388.SZ,300388,国祯环保,20140801,
300389.SZ,300389,艾比森,20140801,
300390.SZ,300390,天华超净,20140731,
300391.SZ,300391,康跃科技,20140801,
300392.SZ,300392,腾信股份,20140910,
300393.SZ,300393,中来股份,20140912,
300394.SZ,300394,天孚通信,20150217,
300395.SZ,300395,菲利华,20140910,
300396.SZ,300396,迪瑞医疗,20140910,
300397.SZ,300397,天和防务,20140910,
300398.SZ,300398,飞凯材料,20141009,
300399.SZ,300399,京天利,20141009,
300400.SZ,300400,劲拓股份,20141010,
300401.SZ,300401,花园生物,20141009,
300402.SZ,300402,宝色股份,20141010,
300403.SZ,300403,地尔汉宇,20141030,
300404.SZ,300404,博济医药,20150424,
300405.SZ,300405,科隆精化,20141030,
300406.SZ,300406,九强生物,20141030,
300407.SZ,300407,凯发电气,20141203,
300408.SZ,300408,三环集团,20141203,
300409.SZ,300409,道氏技术,20141203,
300410.SZ,300410,正业科技,20141231,
300411.SZ,300411,金盾股份,20141231,
300412.SZ,300412,迦南科技,20141231,
300413.SZ,300413,快乐购,20150121,
300414.SZ,300414,中光防雷,20150513,
300415.SZ,300415,伊之密,20150123,
300416.SZ,300416,苏试试验,20150122,
300417.SZ,300417,南华仪器,20150123,
300418.SZ,300418,昆仑万维,20150121,
300419.SZ,300419,浩丰科技,20150122,
300420.SZ,300420,五洋科技,20150217,
300421.SZ,300421,力星股份,20150217,
300422.SZ,300422,博世科,20150217,
300423.SZ,300423,鲁亿通,20150217,
300424.SZ,300424,航新科技,20150422,
300425.SZ,300425,环能科技,20150216,
300426.SZ,300426,唐德影视,20150217,
300427.SZ,300427,红相电力,20150217,
300428.SZ,300428,四通新材,20150319,
300429.SZ,300429,强力新材,20150324,
300430.SZ,300430,诚益通,20150319,
300431.SZ,300431,暴风集团,20150324,
300432.SZ,300432,富临精工,20150319,
300433.SZ,300433,蓝思科技,20150318,
300434.SZ,300434,金石东方,20150424,
300435.SZ,300435,中泰股份,20150326,
300436.SZ,300436,广生堂,20150422,
300437.SZ,300437,清水源,20150423,
300438.SZ,300438,鹏辉能源,20150424,
300439.SZ,300439,美康生物,20150422,
300440.SZ,300440,运达科技,20150423,
300441.SZ,300441,鲍斯股份,20150423,
300442.SZ,300442,普丽盛,20150424,
300443.SZ,300443,金雷风电,20150422,
300444.SZ,300444,双杰电气,20150423,
300445.SZ,300445,康斯特,20150424,
300446.SZ,300446,乐凯新材,20150423,
300447.SZ,300447,全信股份,20150422,
300448.SZ,300448,浩云科技,20150424,
300449.SZ,300449,汉邦高科,20150422,
300450.SZ,300450,先导智能,20150518,
300451.SZ,300451,创业软件,20150514,
300452.SZ,300452,山河药辅,20150515,
300453.SZ,300453,三鑫医疗,20150515,
300455.SZ,300455,康拓红外,20150515,
300456.SZ,300456,耐威科技,20150514,
300457.SZ,300457,赢合科技,20150514,
300458.SZ,300458,全志科技,20150515,
300459.SZ,300459,金科娱乐,20150515,
300460.SZ,300460,惠伦晶体,20150515,
300461.SZ,300461,田中精机,20150519,
300462.SZ,300462,华铭智能,20150527,
300463.SZ,300463,迈克生物,20150528,
300464.SZ,300464,星徽精密,20150610,
300465.SZ,300465,高伟达,20150528,
300466.SZ,300466,赛摩电气,20150528,
300467.SZ,300467,迅游科技,20150527,
300468.SZ,300468,四方精创,20150527,
300469.SZ,300469,信息发展,20150611,
300470.SZ,300470,日机密封,20150612,
300471.SZ,300471,厚普股份,20150611,
300472.SZ,300472,新元科技,20150611,
300473.SZ,300473,德尔股份,20150612,
300474.SZ,300474,景嘉微,20160331,
300475.SZ,300475,聚隆科技,20150610,
300476.SZ,300476,胜宏科技,20150611,
300477.SZ,300477,合纵科技,20150610,
300478.SZ,300478,杭州高新,20150610,
300479.SZ,300479,神思电子,20150612,
300480.SZ,300480,光力科技,20150702,
300481.SZ,300481,濮阳惠成,20150630,
300482.SZ,300482,万孚生物,20150630,
300483.SZ,300483,沃施股份,20150630,
300484.SZ,300484,蓝海华腾,20160322,
300485.SZ,300485,赛升药业,20150626,
300486.SZ,300486,东杰智能,20150630,
300487.SZ,300487,蓝晓科技,20150702,
300488.SZ,300488,恒锋工具,20150701,
300489.SZ,300489,中飞股份,20150701,
300490.SZ,300490,华自科技,20151231,
300491.SZ,300491,通合科技,20151231,
300492.SZ,300492,山鼎设计,20151223,
300493.SZ,300493,润欣科技,20151210,
300494.SZ,300494,盛天网络,20151231,
300495.SZ,300495,美尚生态,20151222,
300496.SZ,300496,中科创达,20151210,
300497.SZ,300497,富祥股份,20151222,
300498.SZ,300498,温氏股份,20151102,
300499.SZ,300499,高澜股份,20160202,
300500.SZ,300500,启迪设计,20160204,
300501.SZ,300501,海顺新材,20160204,
300502.SZ,300502,新易盛,20160303,
300503.SZ,300503,昊志机电,20160309,
300505.SZ,300505,川金诺,20160315,
300506.SZ,300506,名家汇,20160324,
300507.SZ,300507,苏奥传感,20160429,
300508.SZ,300508,维宏股份,20160419,
300509.SZ,300509,新美星,20160425,
300510.SZ,300510,金冠电气,20160506,
300511.SZ,300511,雪榕生物,20160504,
300512.SZ,300512,中亚股份,20160526,
300513.SZ,300513,恒泰实达,20160530,
300515.SZ,300515,三德科技,20160608,
300516.SZ,300516,久之洋,20160602,
300517.SZ,300517,海波重科,20160719,
300518.SZ,300518,盛讯达,20160624,
300519.SZ,300519,新光药业,20160624,
300520.SZ,300520,科大国创,20160708,
300521.SZ,300521,爱司凯,20160705,
300522.SZ,300522,世名科技,20160705,
300523.SZ,300523,辰安科技,20160726,
300525.SZ,300525,博思软件,20160726,
300526.SZ,300526,中潜股份,20160802,
300527.SZ,300527,华舟应急,20160805,
300528.SZ,300528,幸福蓝海,20160808,
300529.SZ,300529,健帆生物,20160802,
300530.SZ,300530,达志科技,20160809,
300531.SZ,300531,优博讯,20160809,
300532.SZ,300532,今天国际,20160818,
300533.SZ,300533,冰川网络,20160818,
300534.SZ,300534,陇神戎发,20160913,
300535.SZ,300535,达威股份,20160812,
300536.SZ,300536,农尚环境,20160920,
300537.SZ,300537,广信材料,20160830,
300538.SZ,300538,同益股份,20160826,
300539.SZ,300539,横河模具,20160830,
300540.SZ,300540,深冷股份,20160823,
300541.SZ,300541,先进数通,20160913,
300542.SZ,300542,新晨科技,20160920,
300543.SZ,300543,朗科智能,20160908,
300545.SZ,300545,联得装备,20160928,
300546.SZ,300546,雄帝科技,20160928,
300547.SZ,300547,川环科技,20160930,
300548.SZ,300548,博创科技,20161012,
300549.SZ,300549,优德精密,20160930,
300550.SZ,300550,和仁科技,20161018,
300551.SZ,300551,古鳌科技,20161018,
300552.SZ,300552,万集科技,20161021,
300553.SZ,300553,集智股份,20161021,
300555.SZ,300555,路通视信,20161018,
300556.SZ,300556,丝路视觉,20161104,
300557.SZ,300557,理工光科,20161101,
300558.SZ,300558,贝达药业,20161107,
300559.SZ,300559,佳发安泰,20161101,
300560.SZ,300560,中富通,20161101,
300561.SZ,300561,汇金科技,20161117,
300562.SZ,300562,乐心医疗,20161116,
300563.SZ,300563,神宇股份,20161114,
300565.SZ,300565,科信技术,20161122,
300566.SZ,300566,激智科技,20161115,
300567.SZ,300567,精测电子,20161122,
300568.SZ,300568,星源材质,20161201,
300569.SZ,300569,天能重工,20161125,
300570.SZ,300570,太辰光,20161206,
300571.SZ,300571,平治信息,20161213,
300572.SZ,300572,安车检测,20161206,
300573.SZ,300573,兴齐眼药,20161208,
300575.SZ,300575,中旗股份,20161220,
300576.SZ,300576,容大感光,20161220,
300577.SZ,300577,开润股份,20161221,
300578.SZ,300578,会畅通讯,20170125,
300579.SZ,300579,数字认证,20161223,
300580.SZ,300580,贝斯特,20170111,
300581.SZ,300581,晨曦航空,20161220,
300582.SZ,300582,英飞特,20161228,
300583.SZ,300583,赛托生物,20170106,
300584.SZ,300584,海辰药业,20170112,
300585.SZ,300585,奥联电子,20161229,
300586.SZ,300586,美联新材,20170104,
300587.SZ,300587,天铁股份,20170105,
300588.SZ,300588,熙菱信息,20170105,
300589.SZ,300589,江龙船艇,20170113,
300590.SZ,300590,移为通信,20170111,
300591.SZ,300591,万里马,20170110,
300592.SZ,300592,华凯创意,20170120,
300593.SZ,300593,新雷能,20170113,
300595.SZ,300595,欧普康视,20170117,
300596.SZ,300596,利安隆,20170119,
300597.SZ,300597,吉大通信,20170123,
300598.SZ,300598,诚迈科技,20170120,
300599.SZ,300599,雄塑科技,20170123,
300600.SZ,300600,瑞特股份,20170125,
300601.SZ,300601,康泰生物,20170207,
300602.SZ,300602,飞荣达,20170126,
300603.SZ,300603,立昂技术,20170126,
300605.SZ,300605,恒锋信息,20170208,
300606.SZ,300606,金太阳,20170208,
300607.SZ,300607,拓斯达,20170209,
300608.SZ,300608,思特奇,20170213,
300609.SZ,300609,汇纳科技,20170215,
300610.SZ,300610,晨化股份,20170213,
300611.SZ,300611,美力科技,20170220,
300612.SZ,300612,宣亚国际,20170215,
300613.SZ,300613,富瀚微,20170220,
300615.SZ,300615,欣天科技,20170215,
300616.SZ,300616,尚品宅配,20170307,
300617.SZ,300617,安靠智电,20170228,
300618.SZ,300618,寒锐钴业,20170306,
300619.SZ,300619,金银河,20170301,
300620.SZ,300620,光库科技,20170310,
300621.SZ,300621,维业股份,20170316,
300622.SZ,300622,博士眼镜,20170315,
300623.SZ,300623,捷捷微电,20170314,
300625.SZ,300625,三雄极光,20170317,
300626.SZ,300626,华瑞股份,20170320,
300627.SZ,300627,华测导航,20170321,
300628.SZ,300628,亿联网络,20170317,
300629.SZ,300629,新劲刚,20170324,
300630.SZ,300630,普利制药,,
300631.SZ,300631,N久吾,20170323,
300632.SZ,300632,光莆股份,,
300633.SZ,300633,开立医疗,,
300635.SZ,300635,达安股份,,
300636.SZ,300636,同和药业,,
300637.SZ,300637,扬帆新材,,
300638.SZ,300638,广和通,,
300639.SZ,300639,凯普生物,,
600000.SH,600000,浦发银行,19991110,
600001.SH,600001,邯郸钢铁(退市),19980122,20091229
600002.SH,600002,齐鲁石化(退市),19980408,20060424
600003.SH,600003,ST东北高(退市),19990810,20100226
600004.SH,600004,白云机场,20030428,
600005.SH,600005,武钢股份(退市),19990803,20170214
600006.SH,600006,东风汽车,19990727,
600007.SH,600007,中国国贸,19990312,
600008.SH,600008,首创股份,20000427,
600009.SH,600009,上海机场,19980218,
600010.SH,600010,包钢股份,20010309,
600011.SH,600011,华能国际,20011206,
600012.SH,600012,皖通高速,20030107,
600015.SH,600015,华夏银行,20030912,
600016.SH,600016,民生银行,20001219,
600017.SH,600017,日照港,20061017,
600018.SH,600018,上港集团,20061026,
600019.SH,600019,宝钢股份,20001212,
600020.SH,600020,中原高速,20030808,
600021.SH,600021,上海电力,20031029,
600022.SH,600022,山东钢铁,20040629,
600023.SH,600023,浙能电力,20131219,
600026.SH,600026,中远海能,20020523,
600027.SH,600027,华电国际,20050203,
600028.SH,600028,中国石化,20010808,
600029.SH,600029,南方航空,20030725,
600030.SH,600030,中信证券,20030106,
600031.SH,600031,三一重工,20030703,
600033.SH,600033,福建高速,20010209,
600035.SH,600035,楚天高速,20040310,
600036.SH,600036,招商银行,20020409,
600037.SH,600037,歌华有线,20010208,
600038.SH,600038,中直股份,20001218,
600039.SH,600039,四川路桥,20030325,
600048.SH,600048,保利地产,20060731,
600050.SH,600050,中国联通,20021009,
600051.SH,600051,宁波联合,19970410,
600052.SH,600052,浙江广厦,19970415,
600053.SH,600053,九鼎投资,19970418,
600054.SH,600054,黄山旅游,19970506,
600055.SH,600055,万东医疗,19970519,
600056.SH,600056,中国医药,19970515,
600057.SH,600057,象屿股份,19970604,
600058.SH,600058,五矿发展,19970528,
600059.SH,600059,古越龙山,19970516,
600060.SH,600060,海信电器,19970422,
600061.SH,600061,国投安信,19970519,
600062.SH,600062,华润双鹤,19970522,
600063.SH,600063,皖维高新,19970528,
600064.SH,600064,南京高科,19970506,
600065.SH,600065,*ST联谊(退市),19970523,20071213
600066.SH,600066,宇通客车,19970508,
600067.SH,600067,冠城大通,19970508,
600068.SH,600068,葛洲坝,19970526,
600069.SH,600069,银鸽投资,19970430,
600070.SH,600070,浙江富润,19970604,
600071.SH,600071,凤凰光学,19970528,
600072.SH,600072,中船科技,19970603,
600073.SH,600073,上海梅林,19970704,
600074.SH,600074,保千里,19970623,
600075.SH,600075,新疆天业,19970617,
600076.SH,600076,康欣新材,19970526,
600077.SH,600077,宋都股份,19970520,
600078.SH,600078,澄星股份,19970627,
600079.SH,600079,人福医药,19970606,
600080.SH,600080,金花股份,19970612,
600081.SH,600081,东风科技,19970703,
600082.SH,600082,海泰发展,19970620,
600083.SH,600083,博信股份,19970606,
600084.SH,600084,中葡股份,19970711,
600085.SH,600085,同仁堂,19970625,
600086.SH,600086,东方金钰,19970606,
600087.SH,600087,长油(退市),19970612,20140605
600088.SH,600088,中视传媒,19970616,
600089.SH,600089,特变电工,19970618,
600090.SH,600090,同济堂,19970616,
600091.SH,600091,ST明科,19970704,
600092.SH,600092,S*ST精密(退市),19970626,20061130
600093.SH,600093,禾嘉股份,19970626,
600094.SH,600094,大名城,19970703,
600095.SH,600095,哈高科,19970708,
600096.SH,600096,云天化,19970709,
600097.SH,600097,开创国际,19970619,
600098.SH,600098,广州发展,19970718,
600099.SH,600099,林海股份,19970704,
600100.SH,600100,同方股份,19970627,
600101.SH,600101,明星电力,19970627,
600102.SH,600102,莱钢股份(退市),19970828,20120228
600103.SH,600103,青山纸业,19970703,
600104.SH,600104,上汽集团,19971125,
600105.SH,600105,永鼎股份,19970929,
600106.SH,600106,重庆路桥,19970618,
600107.SH,600107,美尔雅,19971106,
600108.SH,600108,亚盛集团,19970818,
600109.SH,600109,国金证券,19970807,
600110.SH,600110,诺德股份,19971007,
600111.SH,600111,北方稀土,19970924,
600112.SH,600112,天成控股,19971127,
600113.SH,600113,浙江东日,19971021,
600114.SH,600114,东睦股份,20040511,
600115.SH,600115,东方航空,19971105,
600116.SH,600116,三峡水利,19970804,
600117.SH,600117,西宁特钢,19971015,
600118.SH,600118,中国卫星,19970908,
600119.SH,600119,长江投资,19980115,
600120.SH,600120,浙江东方,19971201,
600121.SH,600121,郑州煤电,19980107,
600122.SH,600122,宏图高科,19980420,
600123.SH,600123,兰花科创,19981217,
600125.SH,600125,铁龙物流,19980511,
600126.SH,600126,杭钢股份,19980311,
600127.SH,600127,金健米业,19980506,
600128.SH,600128,弘业股份,19970901,
600129.SH,600129,太极集团,19971118,
600130.SH,600130,波导股份,20000706,
600131.SH,600131,岷江水电,19980402,
600132.SH,600132,重庆啤酒,19971030,
600133.SH,600133,东湖高新,19980212,
600135.SH,600135,乐凯胶片,19980122,
600136.SH,600136,当代明诚,19980303,
600137.SH,600137,浪莎股份,19980416,
600138.SH,600138,中青旅,19971203,
600139.SH,600139,西部资源,19980225,
600141.SH,600141,兴发集团,19990616,
600143.SH,600143,金发科技,20040623,
600145.SH,600145,*ST新亿,19990923,
600146.SH,600146,商赢环球,19990707,
600148.SH,600148,长春一东,19980520,
600149.SH,600149,廊坊发展,19991014,
600150.SH,600150,中国船舶,19980520,
